user_id,gender,neighborhoods,type_service,registration_channel,registration_date,birth_date,system_operation
112940,F,Chelsea,premium,Instagram,2020-04-01,2000-12-11,Android
112944,F,Chelsea,premium,Facebook,2020-04-19,1995-12-01,Android
112950,F,Chelsea,normal,Facebook,2020-04-20,2000-12-06,Android
112952,M,Chelsea,premium,Marketplace,2020-04-02,1997-06-20,Android
112954,F,Chelsea,normal,Google,2020-04-22,2002-09-13,Web
112969,M,Chelsea,normal,Google,2020-05-12,2002-09-25,Android
112975,M,Chelsea,premium,Google,2020-04-02,2000-05-07,Android
112977,M,Chelsea,normal,Marketplace,2020-05-20,1999-01-14,IOS
112987,M,Chelsea,normal,Instagram,2020-05-12,1998-06-30,Android
113001,F,Chelsea,normal,Recommendation,2020-04-22,2000-12-11,Android
113002,F,Chelsea,premium,Facebook,2020-05-29,1996-12-20,Android
113007,F,Chelsea,normal,Google,2020-05-30,1997-12-01,Android
113011,F,Chelsea,normal,Google,2020-04-27,1999-05-15,Android
113030,F,Chelsea,premium,Facebook,2020-05-09,2002-07-21,Android
113052,F,Chelsea,premium,Google,2020-05-06,2002-08-09,Android
113059,F,Chelsea,normal,Facebook,2020-05-07,1996-05-26,Web
113065,F,Chelsea,premium,Marketplace,2020-05-06,2000-11-18,Web
113068,M,Chelsea,premium,Google,2020-05-10,2001-10-17,Android
113086,M,Chelsea,normal,Instagram,2020-04-11,1996-02-09,Android
113089,F,Chelsea,premium,Google,2020-05-09,1996-11-19,IOS
113092,F,Chelsea,normal,Google,2020-04-02,1996-09-11,Android
113094,F,Chelsea,premium,Marketplace,2020-04-26,1999-04-13,Android
113095,M,Chelsea,normal,Google,2020-04-16,1998-11-13,Web
113105,M,Chelsea,premium,Marketplace,2020-05-30,1997-06-03,Android
113114,M,Chelsea,normal,Instagram,2020-05-22,2001-10-24,Android
113121,M,Chelsea,normal,Google,2020-05-19,2000-01-01,Android
113142,F,Chelsea,normal,Google,2020-04-21,1998-11-08,Android
113145,F,Chelsea,normal,Google,2020-05-25,2002-11-10,Android
113149,F,Chelsea,normal,Google,2020-04-17,1997-02-15,Android
113153,F,Chelsea,premium,Facebook,2020-05-02,2002-07-22,Android
113169,M,Chelsea,normal,Google,2020-05-24,2000-03-06,Web
113176,F,Chelsea,normal,Recommendation,2020-04-02,1995-04-15,Android
113178,F,Chelsea,normal,Google,2020-04-10,1998-03-21,IOS
113181,M,Chelsea,normal,Google,2020-04-30,1998-04-05,IOS
113186,M,Chelsea,normal,Google,2020-04-04,2001-05-27,Android
113187,M,Chelsea,premium,Facebook,2020-04-16,2001-10-30,Android
113195,M,Chelsea,normal,Promotional code,2020-04-10,1998-10-29,Android
113213,F,Chelsea,normal,Instagram,2020-04-08,1997-10-15,Android
113226,M,Chelsea,normal,Marketplace,2020-05-17,1999-01-24,Android
113232,F,Chelsea,normal,Facebook,2020-04-06,1995-09-22,Web
113233,F,Chelsea,normal,Google,2020-04-09,1999-08-04,Android
113243,M,Chelsea,premium,Instagram,2020-04-20,1996-07-25,Android
113274,F,Chelsea,normal,Google,2020-05-21,1995-01-16,Android
113282,M,Chelsea,premium,Google,2020-05-20,1995-10-05,Android
113294,F,Chelsea,normal,Instagram,2020-05-15,1997-11-25,Android
113305,F,Chelsea,normal,Google,2020-04-21,1996-05-05,IOS
113306,F,Chelsea,normal,Google,2020-04-27,1998-03-27,IOS
113308,M,Chelsea,normal,Google,2020-05-17,1995-04-02,Android
113309,F,Chelsea,premium,Instagram,2020-05-02,1997-03-04,Android
113324,F,Chelsea,normal,Marketplace,2020-05-28,2002-07-31,Android
113326,M,Chelsea,normal,Google,2020-04-04,2001-08-27,Android
113331,F,Chelsea,normal,Facebook,2020-05-07,1996-08-04,Android
113344,M,Chelsea,premium,Instagram,2020-05-19,1996-03-27,Android
113350,F,Chelsea,normal,Google,2020-05-05,1996-04-15,Android
113352,M,Chelsea,normal,Google,2020-05-29,2000-03-13,Web
113354,M,Chelsea,normal,Google,2020-05-14,1996-07-19,Web
113361,M,Chelsea,premium,Instagram,2020-05-14,1998-02-07,Android
113369,F,Chelsea,normal,Instagram,2020-05-18,1998-07-05,Android
113385,M,Chelsea,premium,Instagram,2020-05-12,2000-04-20,Web
113387,F,Chelsea,normal,Marketplace,2020-04-05,2000-10-26,Android
113388,F,Chelsea,normal,Recommendation,2020-04-14,1999-04-25,Android
113389,F,Chelsea,normal,Instagram,2020-04-15,2000-04-21,Android
113404,F,Chelsea,normal,Instagram,2020-05-15,1997-11-09,Android
113406,F,Chelsea,normal,Facebook,2020-05-17,1995-09-09,Android
113409,M,Chelsea,normal,Facebook,2020-04-16,2000-02-06,Android
113412,M,Chelsea,premium,Google,2020-04-24,1997-10-05,Android
113415,F,Chelsea,normal,Recommendation,2020-04-26,1995-02-17,Android
113419,F,Chelsea,normal,Google,2020-05-05,1997-04-02,Android
113423,M,Chelsea,premium,Facebook,2020-05-02,1999-09-13,Web
113430,F,Chelsea,premium,Facebook,2020-05-15,1996-08-08,IOS
113440,M,Chelsea,normal,Google,2020-04-26,2000-07-23,Android
113441,F,Chelsea,premium,Facebook,2020-04-04,2001-01-13,Android
113442,F,Chelsea,normal,Facebook,2020-04-06,1998-05-19,Android
113446,F,Chelsea,normal,Google,2020-05-12,1996-05-01,Android
113449,M,Chelsea,normal,Facebook,2020-05-13,1999-01-20,Android
113456,F,Chelsea,premium,Google,2020-05-08,1995-03-25,Android
113463,M,Chelsea,premium,Google,2020-05-18,2002-05-01,Android
113466,F,Chelsea,normal,Google,2020-04-13,2002-07-05,Android
113489,F,Chelsea,normal,Facebook,2020-04-16,1998-12-07,Android
113493,M,Chelsea,normal,Instagram,2020-04-02,1997-11-23,Android
113494,M,Chelsea,normal,Google,2020-05-01,1998-06-20,Android
113495,M,Chelsea,normal,Instagram,2020-04-17,2001-06-07,Android
113514,M,Chelsea,normal,Google,2020-05-06,1997-12-18,IOS
113543,M,Chelsea,normal,Marketplace,2020-04-29,2002-06-19,Android
113560,M,Chelsea,premium,Instagram,2020-04-07,1999-07-08,Android
113566,F,Chelsea,premium,Google,2020-05-20,2002-07-21,Android
113579,F,Chelsea,normal,Google,2020-04-15,1998-04-28,Android
113589,F,Chelsea,premium,Recommendation,2020-04-15,2002-05-31,Web
113603,M,Chelsea,premium,Instagram,2020-04-26,1998-05-06,Android
113621,F,Chelsea,normal,Google,2020-04-20,2001-01-03,Android
113622,M,Chelsea,normal,Recommendation,2020-05-14,2001-02-06,Android
113626,M,Chelsea,normal,Google,2020-04-01,1996-08-07,Web
113630,F,Chelsea,normal,Google,2020-04-23,1999-03-08,Android
113632,M,Chelsea,normal,Instagram,2020-05-19,1996-11-26,Android
113652,F,Chelsea,normal,Google,2020-05-04,1996-01-12,Android
113658,F,Chelsea,normal,Instagram,2020-04-02,1998-10-22,Android
113686,F,Chelsea,normal,Google,2020-04-05,2002-05-02,Android
113691,M,Chelsea,normal,Marketplace,2020-04-28,1995-05-19,Android
113693,M,Chelsea,normal,Instagram,2020-05-15,2001-12-24,Android
113699,M,Chelsea,normal,Google,2020-04-03,1998-03-24,IOS
113707,F,Chelsea,normal,Facebook,2020-05-30,1995-09-25,Android
113713,M,Chelsea,normal,Recommendation,2020-04-13,2002-04-18,Android
113714,F,Chelsea,premium,Google,2020-04-25,1998-05-28,Android
113716,F,Chelsea,normal,Google,2020-04-30,2002-06-29,Android
113719,F,Chelsea,premium,Promotional code,2020-05-20,1995-10-22,Web
113725,F,Chelsea,premium,Google,2020-04-28,1999-01-02,Android
113731,M,Chelsea,normal,Facebook,2020-05-21,1998-08-08,Android
113735,F,Chelsea,normal,Marketplace,2020-04-23,1999-12-19,Android
113738,M,Chelsea,normal,Google,2020-05-15,1998-05-10,Android
113742,F,Chelsea,normal,Instagram,2020-05-05,2002-02-19,Android
113768,M,Chelsea,premium,Google,2020-04-08,1998-06-03,Android
113769,M,Chelsea,normal,Google,2020-05-18,2002-09-17,Android
113773,M,Chelsea,normal,Instagram,2020-05-28,1997-03-23,Android
113786,F,Chelsea,normal,Instagram,2020-05-27,2000-05-07,Android
113810,M,Chelsea,normal,Google,2020-05-07,1997-01-23,Android
113822,M,Chelsea,premium,Marketplace,2020-05-26,1995-09-24,Android
113832,M,Chelsea,premium,Google,2020-04-16,1998-05-08,Android
113862,F,Chelsea,premium,Facebook,2020-05-13,1998-09-04,Android
113879,M,Chelsea,premium,Facebook,2020-04-05,2001-09-01,Android
113882,M,Chelsea,premium,Marketplace,2020-05-21,1996-08-15,Android
113885,F,Chelsea,normal,Facebook,2020-04-26,1996-12-06,Android
113905,M,Chelsea,normal,Recommendation,2020-05-24,2001-05-14,Web
113928,F,Chelsea,normal,Facebook,2020-05-02,1998-01-27,IOS
113943,M,Chelsea,premium,Facebook,2020-05-05,1996-07-02,Android
113944,M,Chelsea,premium,Recommendation,2020-04-08,2002-11-29,Android
113960,F,Chelsea,normal,Instagram,2020-04-16,1996-11-07,Android
113966,M,Chelsea,normal,Instagram,2020-05-29,1995-09-12,Android
113969,M,Chelsea,normal,Instagram,2020-05-09,1995-04-01,Android
113973,M,Chelsea,normal,Instagram,2020-05-22,2002-08-04,Android
114011,M,Chelsea,normal,Facebook,2020-04-17,1999-04-25,Android
114016,M,Chelsea,premium,Instagram,2020-04-05,1997-10-02,Android
114017,M,Chelsea,normal,Google,2020-04-11,1998-01-06,Android
114025,F,Chelsea,normal,Marketplace,2020-05-13,1996-05-18,Android
114042,F,Chelsea,normal,Marketplace,2020-05-22,1995-02-02,Web
114057,M,Chelsea,normal,Instagram,2020-04-20,1996-02-11,Android
114061,F,Chelsea,normal,Google,2020-04-01,1997-05-11,Web
114068,F,Chelsea,normal,Google,2020-05-23,2002-02-02,Android
114083,F,Chelsea,premium,Google,2020-04-03,2000-07-08,Android
114091,M,Chelsea,premium,Google,2020-04-24,1996-06-22,Android
114093,F,Chelsea,normal,Google,2020-04-12,1995-09-17,Android
114104,M,Chelsea,premium,Google,2020-04-01,1998-01-19,Web
114115,F,Chelsea,premium,Recommendation,2020-04-15,1999-02-16,Android
114128,M,Chelsea,normal,Instagram,2020-04-09,2000-04-11,Android
114131,M,Chelsea,normal,Instagram,2020-05-07,1996-06-20,Android
114146,F,Chelsea,premium,Recommendation,2020-04-01,2002-11-27,Android
114158,F,Chelsea,premium,Facebook,2020-05-03,2002-11-12,Android
114167,F,Chelsea,normal,Google,2020-05-02,1997-03-16,Android
114171,M,Chelsea,normal,Google,2020-05-25,1995-09-23,Android
114180,M,Chelsea,normal,Facebook,2020-04-16,1998-01-12,Android
114186,F,Chelsea,normal,Google,2020-05-17,1995-10-05,Android
114191,F,Chelsea,normal,Instagram,2020-04-26,1997-01-23,Web
114198,M,Chelsea,normal,Google,2020-04-08,1997-12-12,Android
114203,M,Chelsea,normal,Instagram,2020-05-10,2001-09-01,Android
114211,M,Chelsea,normal,Instagram,2020-04-05,1996-10-10,Android
114218,M,Chelsea,premium,Facebook,2020-05-17,2002-07-30,Android
114224,M,Chelsea,normal,Instagram,2020-04-04,2001-10-17,Android
114230,F,Chelsea,premium,Instagram,2020-05-05,2002-02-22,Android
114235,M,Chelsea,premium,Facebook,2020-04-09,1997-10-30,Android
114248,F,Chelsea,premium,Instagram,2020-04-20,2001-08-16,Android
114263,M,Chelsea,premium,Google,2020-05-20,1996-10-21,Android
114266,M,Chelsea,premium,Facebook,2020-05-20,1996-01-17,Android
114267,M,Chelsea,normal,Recommendation,2020-05-14,2002-10-31,Android
114269,M,Chelsea,normal,Facebook,2020-05-24,1999-02-11,Android
114294,M,Chelsea,normal,Facebook,2020-04-06,1997-07-04,Android
114295,F,Chelsea,premium,Google,2020-04-21,1996-10-25,Android
114315,F,Chelsea,normal,Marketplace,2020-05-13,1997-10-12,Android
114324,M,Chelsea,normal,Instagram,2020-04-12,2001-02-25,Web
114339,F,Chelsea,normal,Google,2020-05-28,1998-09-28,Web
114345,M,Chelsea,normal,Marketplace,2020-05-22,2001-06-03,Android
114365,M,Chelsea,normal,Instagram,2020-04-06,2001-01-19,Android
114368,M,Chelsea,normal,Google,2020-05-04,2000-01-09,Android
114383,M,Chelsea,premium,Instagram,2020-05-10,1999-09-12,Android
114386,F,Chelsea,premium,Google,2020-04-02,1995-07-17,Android
114409,F,Chelsea,normal,Instagram,2020-05-18,1996-05-13,Android
114411,M,Chelsea,normal,Marketplace,2020-05-20,2002-07-17,Android
114416,F,Chelsea,normal,Google,2020-05-19,2001-04-23,Android
114427,F,Chelsea,normal,Facebook,2020-05-25,2002-11-02,Android
114434,M,Chelsea,premium,Facebook,2020-05-02,1996-01-01,Android
114448,F,Chelsea,normal,Google,2020-05-15,2001-05-13,Android
114449,F,Chelsea,normal,Google,2020-04-19,2001-09-11,Web
114460,F,Chelsea,normal,Marketplace,2020-04-10,1995-11-21,Android
114467,M,Chelsea,premium,Marketplace,2020-04-16,1996-09-21,Android
114494,M,Chelsea,normal,Instagram,2020-05-21,1997-08-07,Android
114497,M,Chelsea,normal,Google,2020-05-05,1998-07-02,Android
114501,F,Chelsea,normal,Facebook,2020-04-19,1996-05-19,IOS
114510,F,Chelsea,normal,Instagram,2020-04-11,1997-04-02,Android
114513,M,Chelsea,normal,Instagram,2020-04-09,1996-03-14,Android
114523,F,Chelsea,premium,Facebook,2020-04-16,2002-09-29,Android
114529,M,Chelsea,premium,Google,2020-05-20,1999-04-01,Android
114541,F,Chelsea,normal,Instagram,2020-04-18,1998-05-16,Android
114573,F,Chelsea,premium,Google,2020-05-05,2001-12-03,Android
114596,M,Chelsea,normal,Facebook,2020-04-23,1999-09-26,Android
114598,M,Chelsea,normal,Instagram,2020-04-25,2001-10-19,Android
114603,M,Chelsea,normal,Instagram,2020-05-03,1999-04-03,Android
114636,F,Chelsea,normal,Recommendation,2020-04-23,1999-05-18,IOS
114651,F,Chelsea,premium,Recommendation,2020-04-29,2002-01-31,Web
114672,F,Chelsea,normal,Facebook,2020-05-11,2001-11-08,Android
114678,F,Chelsea,normal,Instagram,2020-05-10,2001-04-03,Android
114679,F,Chelsea,normal,Google,2020-05-05,2001-09-01,Android
114704,F,Chelsea,premium,Instagram,2020-05-25,1996-06-04,Android
114723,M,Chelsea,premium,Google,2020-05-13,1996-09-14,Android
114732,F,Chelsea,normal,Facebook,2020-05-28,1996-03-21,Web
114739,M,Chelsea,normal,Instagram,2020-04-20,1998-12-14,Android
114751,F,Chelsea,normal,Instagram,2020-04-25,2000-11-27,Web
114761,F,Chelsea,normal,Google,2020-04-13,1999-06-07,Android
114763,F,Chelsea,premium,Marketplace,2020-04-12,1998-08-25,Android
114767,F,Chelsea,premium,Google,2020-04-09,1999-12-27,Android
114772,F,Chelsea,normal,Facebook,2020-04-25,2002-11-03,Web
114793,M,Chelsea,normal,Google,2020-05-10,2000-04-12,Android
114805,F,Chelsea,premium,Instagram,2020-04-07,1996-11-12,Web
114807,F,Chelsea,premium,Recommendation,2020-04-07,1999-07-31,Android
114811,M,Chelsea,normal,Recommendation,2020-05-24,1998-03-18,Android
114827,M,Chelsea,premium,Instagram,2020-05-13,1996-06-19,Android
114834,M,Chelsea,normal,Marketplace,2020-04-22,1996-03-13,Android
114837,F,Chelsea,premium,Google,2020-04-07,1996-02-11,Android
114842,F,Chelsea,normal,Promotional code,2020-04-01,2001-12-30,IOS
114858,M,Chelsea,premium,Facebook,2020-05-09,1997-04-26,Android
114860,F,Chelsea,normal,Google,2020-04-20,1996-12-10,Android
114866,F,Chelsea,premium,Google,2020-05-19,1998-09-26,Android
114868,M,Chelsea,normal,Facebook,2020-04-03,1996-01-31,Android
114879,M,Chelsea,normal,Instagram,2020-04-16,1998-08-14,Web
114882,F,Chelsea,premium,Google,2020-04-28,2002-06-27,Android
114895,M,Chelsea,normal,Facebook,2020-04-12,2002-06-27,Android
114898,M,Chelsea,premium,Google,2020-05-13,1995-06-16,Android
114916,M,Chelsea,normal,Instagram,2020-05-09,2000-11-03,Web
114934,M,Chelsea,normal,Facebook,2020-04-08,2001-09-07,Android
114943,F,Chelsea,normal,Instagram,2020-05-08,1997-10-08,Android
114964,F,Chelsea,normal,Instagram,2020-05-10,1998-03-03,Web
114969,M,Chelsea,premium,Facebook,2020-05-23,1998-06-01,Android
114988,M,Chelsea,premium,Facebook,2020-04-30,1997-12-26,Android
114998,M,Chelsea,premium,Facebook,2020-05-23,1995-08-17,Web
115000,F,Chelsea,premium,Facebook,2020-04-18,2001-01-29,Android
115005,M,Chelsea,normal,Facebook,2020-05-27,1995-05-16,Web
115009,M,Chelsea,premium,Instagram,2020-04-15,1996-11-26,Android
115017,F,Chelsea,normal,Google,2020-05-21,2001-12-13,Android
115023,M,Chelsea,normal,Google,2020-05-26,2000-02-20,Android
115024,M,Chelsea,premium,Facebook,2020-04-30,1995-08-20,Android
115025,F,Chelsea,normal,Recommendation,2020-04-23,1996-07-06,Android
115031,F,Chelsea,normal,Google,2020-04-01,1998-09-13,Android
115034,F,Chelsea,premium,Google,2020-05-27,2002-11-19,Android
115036,F,Chelsea,premium,Google,2020-04-07,1995-01-05,Android
115039,F,Chelsea,normal,Google,2020-05-01,2002-10-01,Android
115060,F,Chelsea,premium,Facebook,2020-04-20,2001-07-31,Android
115069,F,Chelsea,premium,Instagram,2020-05-05,1996-09-22,Android
115072,F,Chelsea,normal,Marketplace,2020-04-27,2000-09-10,Android
115073,M,Chelsea,premium,Google,2020-04-14,1997-01-15,Android
115077,M,Chelsea,premium,Facebook,2020-04-05,1999-06-29,Web
115084,F,Chelsea,premium,Recommendation,2020-04-20,1996-08-24,Android
115086,M,Chelsea,normal,Instagram,2020-05-26,1996-05-11,Web
115089,F,Chelsea,normal,Google,2020-05-25,2001-07-25,Web
115092,F,Chelsea,normal,Google,2020-05-26,2001-04-23,Android
115098,M,Chelsea,premium,Google,2020-04-01,1995-05-18,Android
115102,M,Chelsea,normal,Recommendation,2020-04-20,1997-10-15,IOS
115103,F,Chelsea,premium,Google,2020-04-28,1999-11-24,Android
115106,F,Chelsea,normal,Google,2020-04-17,1997-01-01,Android
115113,M,Chelsea,normal,Google,2020-05-01,2002-12-18,Web
115129,F,Chelsea,normal,Google,2020-04-10,1999-02-15,Android
115136,M,Chelsea,premium,Google,2020-04-21,2002-09-23,Web
115138,M,Chelsea,premium,Instagram,2020-05-30,1999-03-19,Android
115139,F,Chelsea,normal,Marketplace,2020-05-28,1996-02-26,Android
115144,M,Chelsea,premium,Marketplace,2020-04-26,1996-06-18,Android
115145,M,Chelsea,normal,Google,2020-04-26,2001-01-09,Android
115150,F,Chelsea,normal,Facebook,2020-04-02,1997-03-30,Android
115165,F,Chelsea,premium,Facebook,2020-04-04,1998-09-14,Android
115169,F,Chelsea,premium,Promotional code,2020-05-13,2002-01-21,Android
115177,M,Chelsea,normal,Google,2020-04-14,1998-06-27,Android
115190,M,Chelsea,normal,Marketplace,2020-04-27,1997-01-02,Android
115195,F,Chelsea,normal,Instagram,2020-04-05,1999-10-15,Android
115223,M,Chelsea,premium,Facebook,2020-05-17,2000-02-21,Android
115234,M,Chelsea,normal,Google,2020-05-25,1997-01-09,Android
115235,F,Chelsea,premium,Facebook,2020-04-15,1995-06-07,Android
115243,F,Chelsea,premium,Google,2020-04-15,2002-02-04,Web
115244,M,Chelsea,normal,Google,2020-05-30,1999-12-12,Android
115253,M,Chelsea,normal,Recommendation,2020-04-26,1997-12-28,IOS
115261,F,Chelsea,normal,Marketplace,2020-04-10,1995-02-05,Android
115264,M,Chelsea,premium,Instagram,2020-05-08,1996-07-19,Android
115266,F,Chelsea,premium,Google,2020-04-09,1998-02-12,Android
115270,F,Chelsea,normal,Instagram,2020-05-23,2000-01-18,Android
115292,M,Chelsea,normal,Instagram,2020-05-13,1997-12-01,IOS
115300,M,Chelsea,normal,Marketplace,2020-04-07,1995-09-09,Android
115302,F,Chelsea,normal,Instagram,2020-04-27,1998-04-01,Web
115310,F,Chelsea,premium,Recommendation,2020-05-29,2002-05-04,Android
115324,M,Chelsea,normal,Google,2020-05-09,1998-06-02,Android
115326,F,Chelsea,normal,Google,2020-05-03,1996-11-25,Web
115332,F,Chelsea,normal,Instagram,2020-04-30,2001-07-13,Android
115342,M,Chelsea,normal,Instagram,2020-05-28,1998-07-03,Android
115347,F,Chelsea,premium,Google,2020-04-29,2001-11-13,Android
115365,M,Chelsea,premium,Google,2020-05-27,1996-04-11,Android
115380,M,Chelsea,normal,Facebook,2020-05-19,2001-02-01,Android
115381,F,Chelsea,normal,Instagram,2020-04-04,1999-09-15,Android
115386,F,Chelsea,premium,Google,2020-05-20,2001-11-23,Web
115406,F,Chelsea,normal,Instagram,2020-04-27,1997-11-16,Android
115433,F,Chelsea,normal,Recommendation,2020-04-04,1999-06-01,Android
115439,F,Chelsea,normal,Facebook,2020-05-06,1995-04-03,Android
115446,M,Chelsea,normal,Recommendation,2020-04-24,2002-09-20,Android
115449,M,Chelsea,premium,Facebook,2020-04-16,1997-01-15,Web
115481,M,Chelsea,normal,Recommendation,2020-05-22,1996-01-22,Android
115483,M,Chelsea,premium,Instagram,2020-05-06,1995-10-31,Android
115487,M,Chelsea,normal,Instagram,2020-04-11,1998-07-05,Android
115527,F,Chelsea,normal,Marketplace,2020-04-10,2002-04-01,Android
115535,M,Chelsea,premium,Facebook,2020-05-20,1999-08-17,Android
115538,F,Chelsea,normal,Google,2020-05-02,1998-02-24,Android
115543,F,Chelsea,premium,Instagram,2020-04-01,1997-04-20,Web
115544,M,Chelsea,premium,Google,2020-05-08,2002-09-27,Android
115545,F,Chelsea,normal,Google,2020-04-25,1996-05-16,Android
115554,M,Chelsea,premium,Instagram,2020-04-25,2000-12-09,Android
115557,F,Chelsea,premium,Instagram,2020-05-24,2000-09-23,Android
115564,M,Chelsea,normal,Facebook,2020-05-01,2000-12-12,Android
115581,M,Chelsea,premium,Instagram,2020-05-04,1997-12-26,Android
115585,M,Chelsea,premium,Google,2020-05-07,2001-02-23,Android
115599,M,Chelsea,normal,Recommendation,2020-04-29,1997-12-22,Android
115607,M,Chelsea,normal,Instagram,2020-05-30,1998-10-08,Android
